filename,label,session,onset_time,dt_prev_ms,prev_label
20260815_212216__0029__r,r,20260815_212216,11.0905,329.37,e
20260815_212216__0030__a,a,20260815_212216,11.8137,723.2,r
20260815_212216__0031__t,t,20260815_212216,12.0543,240.68,a
20260815_212216__0032__e,e,20260815_212216,12.3322,277.82,t
20260815_212216__0033__l,l,20260815_212216,12.6273,295.1,e
20260815_212216__0034__y,y,20260815_212216,12.9605,333.2,l
20260815_212216__0035__a,a,20260815_212216,14.2044,1243.9,y
20260815_212216__0036__q,q,20260815_212216,16.3275,2123.13,a
20260815_212216__0037__w,w,20260815_212216,17.3339,1006.37,q
20260815_212216__0038__i,i,20260815_212216,17.6473,313.49,w
20260815_212216__0039__a,a,20260815_212216,19.4305,1783.15,i
20260815_212216__0040__4,4,20260815_212216,24.7149,5284.42,a
20260815_212216__0041__2,2,20260815_212216,26.101,1386.12,4
20260815_212216__0042__1,1,20260815_212216,26.7738,672.77,2
20260815_212216__0043__d,d,20260815_212216,28.2472,1473.4,1
20260815_212216__0044__x,x,20260815_212216,29.5211,1273.9,d
20260815_212216__0045__c,c,20260815_212216,30.793,1271.88,x
20260815_212216__0046__w,w,20260815_212216,34.862,4069.05,c
20260815_212216__0047__q,q,20260815_212216,35.5174,655.4,w
20260815_212216__0048__a,a,20260815_212216,36.1732,655.74,q
20260815_212216__0049__d,d,20260815_212216,39.036,2862.81,a
20260815_212216__0050__c,c,20260815_212216,40.4327,1396.69,d
20260815_212216__0051___,_,20260815_212216,43.5021,3069.41,c
20260815_212216__0052__d,d,20260815_212216,44.2354,733.27,_
20260815_212216__0053__c,c,20260815_212216,45.9897,1754.33,d
20260815_212216__0054__u,u,20260815_212216,49.8101,3820.43,c
20260815_212216__0055___,_,20260815_212216,51.2733,1463.22,u
20260815_212216__0056__a,a,20260815_212216,52.0359,762.56,_
20260815_212216__0057__z,z,20260815_212216,54.4676,2431.68,a
20260815_212216__0058__g,g,20260815_212216,55.0675,599.91,z
20260815_212216__0059__6,6,20260815_212216,56.4868,1419.37,g
20260815_212216__0060__7,7,20260815_212216,56.7234,236.55,6
20260815_212216__0061__2,2,20260815_212216,57.7019,978.5,7
20260815_212216__0062__1,1,20260815_212216,57.9746,272.7,2
20260815_212216__0063__junk,junk,20260815_212216,58.1243,,
20260815_212216__0064__3,3,20260815_212216,58.3561,381.5,1
20260815_212216__0065__3,3,20260815_212216,59.4959,1139.82,3
20260815_212216__0066__d,d,20260815_212216,60.7399,1243.97,3
20260815_212216__0067__j,j,20260815_212216,61.0438,303.9,d
20260815_212216__0068__k,k,20260815_212216,61.3542,310.43,j
20260815_212216__0069__e,e,20260815_212216,61.6452,291,k
20260815_212216__0070__l,l,20260815_212216,61.9366,291.36,e
20260815_212216__0071__w,w,20260815_212216,62.1748,238.23,l
20260815_212216__0072__o,o,20260815_212216,62.5156,340.79,w
20260815_212216__0073__a,a,20260815_212216,62.8027,287.14,o
20260815_212216__0074__p,p,20260815_212216,63.0995,296.76,a
20260815_212216__0075__s,s,20260815_212216,63.3894,289.89,p
20260815_212216__0076__k,k,20260815_212216,63.6946,305.17,s
20260815_212216__0077__c,c,20260815_212216,63.9562,261.68,k
20260815_212216__0078__m,m,20260815_212216,64.2735,317.23,c
20260815_212216__0079__d,d,20260815_212216,64.5111,237.64,m
20260815_212216__0080__l,l,20260815_212216,64.8414,330.27,d
20260815_212216__0081__e,e,20260815_212216,65.1202,278.82,l
20260815_212216__0082__r,r,20260815_212216,65.4229,302.65,e
20260815_212216__0083__o,o,20260815_212216,65.7092,286.35,r
20260815_212216__0084__b,b,20260815_212216,65.9936,284.38,o
20260815_212216__0085__d,d,20260815_212216,66.5959,602.31,b
20260815_212216__0086__g,g,20260815_212216,68.392,1796.15,d
20260815_212216__0087__e,e,20260815_212216,68.9304,538.37,g
20260815_212216__0088__y,y,20260815_212216,69.5229,592.45,e
20260815_212216__0089__g,g,20260815_212216,69.8337,310.86,y
20260815_212216__0090__h,h,20260815_212216,70.1545,320.82,g
20260815_212216__0091__i,i,20260815_212216,71.6733,1518.8,h
20260815_212216__0092__g,g,20260815_212216,72.2241,550.75,i
20260815_212216__0093__r,r,20260815_212216,72.5032,279.12,g
20260815_212216__0094__a,a,20260815_212216,72.8189,315.74,r
20260815_212216__0095__d,d,20260815_212216,73.4238,604.88,a
20260815_212216__0096__w,w,20260815_212216,74.3541,930.32,d
20260815_212216__0097__o,o,20260815_212216,74.6375,283.38,w
20260815_212216__0098__r,r,20260815_212216,74.8815,244.04,o
20260815_212216__0099__d,d,20260815_212216,75.1784,296.89,r
20260815_212216__0100__s,s,20260815_212216,75.4898,311.34,d
20260815_212216__0101__f,f,20260815_212216,75.7977,307.89,s
20260815_212216__0102__r,r,20260815_212216,76.367,569.37,f
20260815_212216__0103__f,f,20260815_212216,76.6431,276.08,r
20260815_212216__0104__n,n,20260815_212216,77.2222,579.09,f
20260815_212216__0105__a,a,20260815_212216,77.4993,277.1,n
20260815_212216__0106__n,n,20260815_212216,77.8193,319.95,a
20260815_212216__0107__d,d,20260815_212216,78.0717,252.49,n
20260815_212216__0108__d,d,20260815_212216,78.6195,547.76,d
20260815_212216__0109__r,r,20260815_212216,78.861,241.52,d
20260815_212216__0110__n,n,20260815_212216,79.4278,566.8,r
20260815_212216__0111__k,k,20260815_212216,79.7373,309.48,n
20260815_212216__0112__i,i,20260815_212216,80.0611,323.81,k
20260815_212216__0113__n,n,20260815_212216,80.2933,232.18,i
20260815_212216__0114__g,g,20260815_212216,80.5294,236.08,n
20260815_212216__0115__w,w,20260815_212216,80.9554,426.08,g
20260815_212216__0116__a,a,20260815_212216,81.2318,276.33,w
20260815_212216__0117__t,t,20260815_212216,81.4983,266.49,a
20260815_212216__0118__e,e,20260815_212216,81.7937,295.46,t
20260815_212216__0119__r,r,20260815_212216,82.0739,280.16,e
20260815_212216__0120___,_,20260815_212216,82.7799,706.03,r
20260815_212216__0121__b,b,20260815_212216,83.2407,460.79,_
20260815_212216__0122__c,c,20260815_212216,83.7712,530.45,b
20260815_212216__0123__junk,junk,20260815_212216,84.1218,,
20260815_212216__0124__u,u,20260815_212216,84.3923,621.13,c
20260815_212216__0125__i,i,20260815_212216,85.3608,968.53,u
20260815_212216__0126__t,t,20260815_212216,85.6522,291.43,i
20260815_212216__0127__i,i,20260815_212216,85.9798,327.55,t
20260815_212216__0128__s,s,20260815_212216,86.2735,293.74,i
20260815_212216__0129__f,f,20260815_212216,86.7109,437.32,s
20260815_212216__0130__u,u,20260815_212216,87.0306,319.73,f
20260815_212216__0131__n,n,20260815_212216,87.3716,341,u
20260815_212216__0132__a,a,20260815_212216,87.7169,345.31,n
20260815_212216__0133__n,n,20260815_212216,87.9156,198.71,a
20260815_212216__0134__d,d,20260815_212216,88.1916,275.99,n
20260815_212216__0135__b,b,20260815_212216,88.4843,292.68,d
20260815_212216__0136__l,l,20260815_212216,89.1627,678.39,b
20260815_212216__0137__p,p,20260815_212216,89.48,317.3,l
20260815_212216__0138__o,o,20260815_212216,89.7655,285.51,p
20260815_212216__0139__q,q,20260815_212216,90.0882,322.7,o
20260815_212216__0140__a,a,20260815_212216,90.3802,292.04,q
20260815_212216__0141__l,l,20260815_212216,90.6684,288.23,a
20260815_212216__0142__q,q,20260815_212216,91.0866,418.12,l
20260815_212216__0143__i,i,20260815_212216,91.712,625.49,q
20260815_212216__0144__r,r,20260815_212216,92.0139,301.88,i
20260815_212216__0145__k,k,20260815_212216,92.3222,308.3,r
20260815_212216__0146__y,y,20260815_212216,92.6103,288.07,k
20260815_212216__0147__z,z,20260815_212216,93.9246,1314.33,y
20260815_212216__0148__a,a,20260815_212216,94.2419,317.3,z
20260815_212216__0149__z,z,20260815_212216,94.5185,276.6,a
20260815_212216__0150__z,z,20260815_212216,94.8274,308.89,z
20260815_212216__0151__l,l,20260815_212216,95.2167,389.27,z
20260815_212216__0152__x,x,20260815_212216,95.5197,302.97,l
20260815_212216__0153__o,o,20260815_212216,95.8129,293.22,x
20260815_212216__0154__c,c,20260815_212216,96.0876,274.76,o
20260815_212216__0155__m,m,20260815_212216,96.3921,304.42,c
20260815_212216__0156__v,v,20260815_212216,96.6771,284.99,m
20260815_212216__0157__n,n,20260815_212216,97.0119,334.88,v
20260815_212216__0158__f,f,20260815_212216,97.2771,265.22,n
20260815_212216__0159__h,h,20260815_212216,97.6056,328.5,f
20260815_212216__0160__g,g,20260815_212216,97.8712,265.53,h
20260815_212216__0161__y,y,20260815_212216,98.1968,325.62,g
20260815_212216__0162__w,w,20260815_212216,98.4589,262.06,y
20260815_212216__0163__9,9,20260815_212216,98.7958,336.89,w
20260815_212216__0164__2,2,20260815_212216,99.0645,268.78,9
20260815_212216__0165__0,0,20260815_212216,99.4011,336.58,2
20260815_212216__0166__1,1,20260815_212216,99.6989,297.78,0
20260815_212216__0167__3,3,20260815_212216,100.2468,547.89,1
20260815_212216__0168__7,7,20260815_212216,100.5613,314.54,3
20260815_212216__0169__f,f,20260815_212216,101.3451,783.79,7
20260815_212216__0170__j,j,20260815_212216,101.6657,320.59,f
20260815_212216__0171__e,e,20260815_212216,101.9066,240.86,j
20260815_212216__0172__8,8,20260815_212216,102.2018,295.22,e
20260815_212216__0173__3,3,20260815_212216,102.4832,281.43,8
20260815_212216__0174__k,k,20260815_212216,102.7902,307.01,3
20260815_212216__0175__q,q,20260815_212216,103.0885,298.25,k
20260815_212216__0176__p,p,20260815_212216,103.2135,125.01,q
20260815_212216__0177__w,w,20260815_212216,103.6672,453.72,p
20260815_212216__0178__e,e,20260815_212216,104.2733,606.12,w
20260815_212216__0179__d,d,20260815_212216,104.8499,576.58,e
20260815_212216__0180__k,k,20260815_212216,105.1681,318.21,d
20260815_212216__0181__z,z,20260815_212216,105.475,306.94,k
20260815_212216__0182__m,m,20260815_212216,105.792,316.98,z
20260815_212216__0183__c,c,20260815_212216,106.1074,315.37,m
20260815_212216__0184__7,7,20260815_212216,106.4145,307.1,c
20260815_212216__0185__e,e,20260815_212216,106.721,306.55,7
20260815_212216__0186__j,j,20260815_212216,107.0472,326.17,e
20260815_212216__0187__f,f,20260815_212216,107.3224,275.19,j
20260815_212216__0188__h,h,20260815_212216,107.5786,256.21,f
20260815_212216__0189__g,g,20260815_212216,107.8699,291.27,h
20260815_212216__0190__i,i,20260815_212216,108.2081,338.25,g
20260815_212216__0191__3,3,20260815_212216,108.4906,282.47,i
20260815_212216__0192__9,9,20260815_212216,108.8182,327.57,3
20260815_212216__0193__w,w,20260815_212216,109.074,255.78,9
20260815_212216__0194__a,a,20260815_212216,109.7106,636.64,w
20260815_212216__0195__o,o,20260815_212216,110.0239,313.27,a
20260815_212216__0196__s,s,20260815_212216,110.3259,302.02,o
20260815_212216__0197__l,l,20260815_212216,110.6499,323.97,s
20260815_212216__0198__e,e,20260815_212216,110.9043,254.44,l
20260815_212216__0199__k,k,20260815_212216,111.2329,328.55,e
20260815_212216__0200__g,g,20260815_212216,111.6536,420.7,k
20260815_212216__0201__h,h,20260815_212216,111.9432,289.68,g
20260815_212216__0202__d,d,20260815_212216,112.2408,297.6,h
20260815_212216__0203__m,m,20260815_212216,112.5718,330.98,d
20260815_212216__0204__c,c,20260815_212216,112.8093,237.51,m
20260815_212216__0205__z,z,20260815_212216,113.409,599.64,c
20260815_212216__0206__5,5,20260815_212216,115.1482,1739.25,z
20260815_212216__0207__e,e,20260815_212216,115.4185,270.25,5
20260815_212216__0208__q,q,20260815_212216,116.8316,1413.17,e
20260815_212216__0209__a,a,20260815_212216,118.8395,2007.89,q
20260815_212216__0210___,_,20260815_212216,119.9904,1150.86,a
20260815_212216__0211__l,l,20260815_212216,120.3273,336.89,_
20260815_212216__0212__e,e,20260815_212216,120.6422,314.97,l
20260815_212216__0213__c,c,20260815_212216,121.7734,1131.16,e
20260815_212216__0214__n,n,20260815_212216,122.4258,652.38,c
20260815_212216__0215__w,w,20260815_212216,124.0327,1606.89,n
20260815_212216__0216__junk,junk,20260815_212216,128.0238,,
20260815_212216__0217__k,k,20260815_212216,128.5494,4516.69,w
20260815_212216__0218__d,d,20260815_212216,128.8215,272.13,k
20260815_212216__0219__c,c,20260815_212216,129.4639,642.4,d
20260815_212216__0220__m,m,20260815_212216,129.775,311.09,c
20260815_212216__0221__i,i,20260815_212216,131.4399,1664.92,m
20260815_212216__0222__c,c,20260815_212216,131.6977,257.76,i
20260815_212216__0223__w,w,20260815_212216,132.3008,603.13,c
20260815_212216__0224__q,q,20260815_212216,132.5536,252.83,w
20260815_212216__0225__s,s,20260815_212216,132.8432,289.57,q
20260815_212216__0226__a,a,20260815_212216,133.4536,610.39,s
20260815_212216__0227__a,a,20260815_212216,133.728,274.38,a
20260815_212216__0228__p,p,20260815_212216,133.8671,139.14,a
20260815_212216__0229__z,z,20260815_212216,134.3551,488.03,p
20260815_212216__0230__o,o,20260815_212216,134.6578,302.63,z
20260815_212216__0231__d,d,20260815_212216,135.2966,638.8,o
20260815_212216__0232__m,m,20260815_212216,135.5404,243.83,d
20260815_212216__0233__i,i,20260815_212216,136.2108,670.43,m
20260815_212216__0234__e,e,20260815_212216,139.1142,2903.42,i
20260815_212216__0235__i,i,20260815_212216,139.7405,626.24,e
20260815_212216__0236__f,f,20260815_212216,140.0037,263.24,i
20260815_212216__0237__n,n,20260815_212216,140.2856,281.93,f
20260815_212216__0238__junk,junk,20260815_212216,140.4453,,
20260815_212216__0239__g,g,20260815_212216,140.5743,288.68,n
20260815_212216__0240__e,e,20260815_212216,141.1529,578.53,g
20260815_212216__0241__p,p,20260815_212216,141.7209,568,e
20260815_212216__0242__d,d,20260815_212216,141.9632,242.34,p
20260815_212216__0243__h,h,20260815_212216,142.299,335.78,d
20260815_212216__0244__g,g,20260815_212216,142.5936,294.65,h
20260815_212216__0245__i,i,20260815_212216,143.4882,894.58,g
20260815_212216__0246__r,r,20260815_212216,143.7536,265.35,i
20260815_212216__0247__k,k,20260815_212216,144.0693,315.69,r
20260815_212216__0248__d,d,20260815_212216,144.2335,164.26,k
20260815_212216__0249__junk,junk,20260815_212216,144.3782,,
20260815_212216__0250__junk,junk,20260815_212216,144.5047,,
20260815_212216__0251__l,l,20260815_212216,144.701,467.46,d
20260815_212216__0252__s,s,20260815_212216,144.9542,253.27,l
20260815_212216__0253__m,m,20260815_212216,145.2593,305.1,s
20260815_212216__0254__a,a,20260815_212216,145.5347,275.33,m
20260815_212216__0255__n,n,20260815_212216,145.8217,287.07,a
20260815_212216__0256__i,i,20260815_212216,146.4597,637.91,n
20260815_212216__0257__r,r,20260815_212216,146.7132,253.51,i
20260815_212216__0258__h,h,20260815_212216,147.0367,323.54,r
20260815_212216__0259__junk,junk,20260815_212216,147.5075,,
20260815_212216__0260__u,u,20260815_212216,147.6449,608.23,h
20260815_212216__0261__r,r,20260815_212216,147.945,300.02,u
20260815_212216__0262__o,o,20260815_212216,148.25,305.06,r
20260815_212216__0263__e,e,20260815_212216,148.5047,254.67,o
20260815_212216__0264__p,p,20260815_212216,148.8112,306.55,e
20260815_212216__0265__l,l,20260815_212216,149.1018,290.52,p
20260815_212216__0266__d,d,20260815_212216,149.3697,267.89,l
20260815_212216__0267__k,k,20260815_212216,149.7655,395.83,d
20260815_212216__0268__u,u,20260815_212216,150.35,584.54,k
20260815_212216__0269__junk,junk,20260815_212216,150.4777,,
20260815_212216__0270__d,d,20260815_212216,151.4194,1069.41,u
20260815_212216__0271__l,l,20260815_212216,151.7192,299.77,d
20260815_212216__0272__s,s,20260815_212216,151.9602,240.95,l
20260815_212216__0273__c,c,20260815_212216,152.8072,847.07,s
20260815_212216__0274__n,n,20260815_212216,153.1167,309.43,c
20260815_212216__0275__a,a,20260815_212216,154.3121,1195.4,n
20260815_212216__0276__h,h,20260815_212216,155.474,1161.97,a
20260815_212216__0277__t,t,20260815_212216,156.3295,855.49,h
20260815_212216__0278__k,k,20260815_212216,157.8217,1492.15,t
20260815_212216__0279__h,h,20260815_212216,158.3325,510.84,k
20260815_212216__0280__w,w,20260815_212216,159.5366,1204.04,h
20260815_212216__0281__m,m,20260815_212216,160.665,1128.48,w
20260815_212216__0282__s,s,20260815_212216,161.0134,348.37,m
20260815_212216__0283__n,n,20260815_212216,161.2051,191.72,s
20260815_212216__0284__h,h,20260815_212216,161.8561,651.02,n
20260815_212216__0285__q,q,20260815_212216,162.7536,897.48,h
20260815_212216__0286__o,o,20260815_212216,163.0988,345.15,q
20260815_212216__0287__w,w,20260815_212216,163.348,249.27,o
20260815_212216__0288__l,l,20260815_212216,163.6863,338.3,w
20260815_212216__0289__s,s,20260815_212216,163.9685,282.11,l
20260815_212216__0290__k,k,20260815_212216,164.2666,298.1,s
20260815_212216__0291__d,d,20260815_212216,164.5583,291.75,k
20260815_212216__0292__5,5,20260815_212216,164.8723,314.01,d
20260815_212216__0293__3,3,20260815_212216,165.128,255.71,5
20260815_212216__0294__6,6,20260815_212216,165.4484,320.41,3
20260815_212216__0295___,_,20260815_212216,165.6861,237.64,6
20260815_212216__0296__7,7,20260815_212216,166.0075,321.45,_
20260815_212216__0297__3,3,20260815_212216,166.318,310.52,7
20260815_212216__0298__8,8,20260815_212216,166.6038,285.76,3
20260815_212216__0299___,_,20260815_212216,166.863,259.21,8
20260815_212216__0300__9,9,20260815_212216,167.2247,361.72,_
20260815_212216__0301__a,a,20260815_212216,167.5481,323.38,9
20260815_212216__0302__k,k,20260815_212216,167.8649,316.83,a
20260815_212216__0303__d,d,20260815_212216,168.1188,253.83,k
20260815_212216__0304__m,m,20260815_212216,168.4497,330.93,d
20260815_212216__0305__e,e,20260815_212216,168.7249,275.19,m
20260815_212216__0306__n,n,20260815_212216,169.0497,324.78,e
20260815_212216__0307__c,c,20260815_212216,169.3226,272.93,n
20260815_212216__0308__h,h,20260815_212216,169.6282,305.6,c
20260815_212216__0309__r,r,20260815_212216,169.8814,253.22,h
20260815_212216__0310__o,o,20260815_212216,170.2188,337.37,r
20260815_212216__0311__d,d,20260815_212216,170.4732,254.4,o
20260815_212216__0312__p,p,20260815_212216,170.7983,325.1,d
20260815_212216__0313__s,s,20260815_212216,171.0617,263.42,p
20260815_212216__0314__0,0,20260815_212216,171.365,303.29,s
20260815_212216__0315__a,a,20260815_212216,171.6546,289.55,0
20260815_212216__0316__1,1,20260815_212216,171.9749,320.29,a
20260815_212216__0317__2,2,20260815_212216,172.2576,282.74,1
20260815_212216__0318__l,l,20260815_212216,172.5359,278.34,2
20260815_212216__0319__k,k,20260815_212216,172.8174,281.43,l
20260815_212216__0320__e,e,20260815_212216,173.0714,253.99,k
20260815_212216__0321__m,m,20260815_212216,173.3963,324.94,e
20260815_212216__0322__c,c,20260815_212216,173.6329,236.55,m
20260815_212216__0323__junk,junk,20260815_212216,173.7711,,
20260815_212216__0324__n,n,20260815_212216,173.9467,313.81,c
20260815_212216__0325__d,d,20260815_212216,174.2123,265.67,n
20260815_212216__0326__junk,junk,20260815_212216,174.3683,,
20260815_212216__0327__o,o,20260815_212216,174.5577,345.37,d
20260815_212216__0328__s,s,20260815_212216,174.8713,313.56,o
20260815_212216__0329__p,p,20260815_212216,175.1862,314.94,s
20260815_212216__0330__e,e,20260815_212216,175.4688,282.54,p
20260815_212216__0331__junk,junk,20260815_212216,175.6246,,
20260815_212216__0332__g,g,20260815_212216,175.8144,345.69,e
20260815_212216__0333__h,h,20260815_212216,176.1332,318.8,g
20260815_212216__0334__d,d,20260815_212216,176.4301,296.87,h
20260815_212216__0335__i,i,20260815_212216,176.7476,317.48,d
20260815_212216__0336__r,r,20260815_212216,177.0204,272.77,i
20260815_212216__0337__j,j,20260815_212216,177.3295,309.14,r
20260815_212216__0338__f,f,20260815_212216,177.6108,281.32,j
20260815_212216__0339__8,8,20260815_212216,177.9507,339.91,f
20260815_212216__0340__3,3,20260815_212216,178.2396,288.89,8
20260815_212216__0341__k,k,20260815_212216,178.5557,316.1,3
20260815_212216__0342__a,a,20260815_212216,178.8371,281.38,k
20260815_212216__0343__l,l,20260815_212216,179.182,344.92,a
20260815_212216__0344__c,c,20260815_212216,179.4342,252.18,l
20260815_212216__0345__m,m,20260815_212216,179.785,350.79,c
20260815_212216__0346__v,v,20260815_212216,180.0308,245.83,m
20260815_212216__0347__n,n,20260815_212216,180.3932,362.34,v
20260815_212216__0348__e,e,20260815_212216,180.6704,277.23,n
20260815_212216__0349__g,g,20260815_212216,180.9591,288.68,e
20260815_212216__0350__r,r,20260815_212216,181.2941,335.03,g
20260815_212216__0351__t,t,20260815_212216,181.6281,333.97,r
20260815_212216__0352__y,y,20260815_212216,181.9237,295.58,t
20260815_212216__0353__z,z,20260815_212216,182.2118,288.16,y
20260815_212216__0354__a,a,20260815_212216,182.4882,276.39,z
20260815_212216__0355__s,s,20260815_212216,182.769,280.77,a
20260815_212216__0356__l,l,20260815_212216,183.1046,335.67,s
20260815_212216__0357__q,q,20260815_212216,183.3878,283.13,l
20260815_212216__0358__o,o,20260815_212216,183.7348,347.01,q
20260815_212216__0359__junk,junk,20260815_212216,183.8599,,
20260815_212216__0360__w,w,20260815_212216,183.9864,251.59,o
20260815_212216__0361__p,p,20260815_212216,184.3146,328.25,w
20260815_212216__0362__e,e,20260815_212216,184.5847,270.11,p
20260815_212216__0363__k,k,20260815_212216,184.9082,323.49,e
20260815_212216__0364__f,f,20260815_212216,185.1728,264.6,k
20260815_212216__0365__g,g,20260815_212216,185.4671,294.31,f
20260815_212216__0366__h,h,20260815_212216,185.7797,312.54,g
20260815_212216__0367__junk,junk,20260815_212216,185.911,,
20260815_212216__0368__j,j,20260815_212216,186.0838,304.15,h
20260815_212216__0369__junk,junk,20260815_212216,186.2146,,
20260815_212216__0370__c,c,20260815_212216,186.3796,295.78,j
20260815_212216__0371__n,n,20260815_212216,186.6787,299.09,c
20260815_212216__0372__junk,junk,20260815_212216,186.8102,,
20260815_212216__0373__v,v,20260815_212216,186.9678,289.05,n
20260815_212216__0374__m,m,20260815_212216,187.2677,299.95,v
20260815_212216__0375__f,f,20260815_212216,187.5318,264.1,m
20260815_212216__0376__i,i,20260815_212216,187.8559,324.08,f
20260815_212216__0377__r,r,20260815_212216,188.127,271.13,i
20260815_212216__0378__u,u,20260815_212216,188.4689,341.88,r
20260815_212216__0379__junk,junk,20260815_212216,188.5951,,
20260815_212216__0380__8,8,20260815_212216,188.7498,280.86,u
20260815_212216__0381__9,9,20260815_212216,189.05,300.25,8
20260815_212216__0382__junk,junk,20260815_212216,189.1755,,
20260815_212216__0383__0,0,20260815_212216,189.3291,279.07,9
20260815_212216__0384__5,5,20260815_212216,189.6131,283.97,0
20260815_212216__0385__6,6,20260815_212216,189.9133,300.27,5
20260815_212216__0386__junk,junk,20260815_212216,190.0544,,
20260815_212216__0387__7,7,20260815_212216,190.193,279.68,6
20260815_212216__0388__2,2,20260815_212216,190.518,325.01,7
20260815_212216__0389__4,4,20260815_212216,191.1481,630.09,2
20260815_212216__0390__3,3,20260815_212216,191.4463,298.14,4
20260815_212216__0391__junk,junk,20260815_212216,191.5724,,
20260815_212216__0392__2,2,20260815_212216,191.7606,314.31,3
20260815_212216__0393__1,1,20260815_212216,192.0608,300.23,2
20260815_212216__0394___,_,20260815_212216,192.6781,617.3,1
20260815_212216__0395__d,d,20260815_212216,193.5746,896.53,_
20260815_212216__0396__e,e,20260815_212216,194.1744,599.77,d
20260815_212216__0397__k,k,20260815_212216,194.4765,302.11,e
20260815_212216__0398__f,f,20260815_212216,194.7361,259.61,k
20260815_212216__0399__w,w,20260815_212216,195.6434,907.3,f
20260815_212216__0400__a,a,20260815_212216,196.1889,545.51,w
20260815_212216__0401__n,n,20260815_212216,196.5186,329.68,a
20260815_212216__0402__s,s,20260815_212216,196.8062,287.6,n
20260815_212216__0403__d,d,20260815_212216,197.0788,272.56,s
20260815_212216__0404__k,k,20260815_212216,197.3674,288.64,d
20260815_212216__0405__l,l,20260815_212216,197.9593,591.93,k
20260815_212216__0406__g,g,20260815_212216,198.2057,246.33,l
20260815_212216__0407__h,h,20260815_212216,198.4752,269.57,g
20260815_212216__0408__j,j,20260815_212216,199.1468,671.59,h
20260815_212216__0409__x,x,20260815_212216,199.4376,290.79,j
20260815_212216__0410__k,k,20260815_212216,199.7365,298.84,x
20260815_212216__0411__z,z,20260815_212216,199.9978,261.38,k
20260815_212216__0412__o,o,20260815_212216,200.3013,303.42,z
20260815_212216__0413__r,r,20260815_212216,200.5834,282.18,o
20260815_212216__0414__i,i,20260815_212216,200.8717,288.3,r
20260815_212216__0415__r,r,20260815_212216,201.1795,307.73,i
20260815_212216__0416__o,o,20260815_212216,201.5039,324.42,r
20260815_212216__0417__e,e,20260815_212216,201.8257,321.81,o
20260815_212216__0418__p,p,20260815_212216,202.1657,340.02,e
20260815_212216__0419__l,l,20260815_212216,202.4369,271.16,p
20260815_212216__0420__junk,junk,20260815_212216,202.569,,
20260815_212216__0421__t,t,20260815_212216,203.1191,682.24,l
20260815_212216__0422__junk,junk,20260815_212216,203.2736,,
20260815_212216__0423__h,h,20260815_212216,203.4355,316.37,t
20260815_212216__0424__junk,junk,20260815_212216,203.5689,,
20260815_212216__0425__e,e,20260815_212216,203.7702,334.74,h
20260815_212216__0426__s,s,20260815_212216,204.5186,748.39,e
20260815_212216__0427__y,y,20260815_212216,204.7244,205.8,s
20260815_212216__0428__m,m,20260815_212216,205.0345,310.02,y
20260815_212216__0429__h,h,20260815_212216,205.4547,420.27,m
20260815_212216__0430__o,o,20260815_212216,205.7739,319.21,h
20260815_212216__0431__junk,junk,20260815_212216,205.9225,,
20260815_212216__0432__n,n,20260815_212216,206.0692,295.22,o
20260815_212216__0433__junk,junk,20260815_212216,206.2869,,
20260815_212216__0434__y,y,20260815_212216,206.4627,393.58,n
20260815_212216__0435__o,o,20260815_212216,208.3544,1891.61,y
20260815_212216__0436__f,f,20260815_212216,208.6527,298.34,o
20260815_212216__0437__h,h,20260815_212216,209.4648,812.13,f
20260815_212216__0438__e,e,20260815_212216,209.9568,491.93,h
20260815_212216__0439__k,k,20260815_212216,211.7478,1791.09,e
20260815_212216__0440__a,a,20260815_212216,212.0373,289.43,k
20260815_212216__0441__c,c,20260815_212216,212.3043,267.03,a
20260815_212216__0442__g,g,20260815_212216,212.6272,322.86,c
20260815_212216__0443__y,y,20260815_212216,212.9281,300.91,g
20260815_212216__0444__a,a,20260815_212216,213.9626,1034.54,y
20260815_212216__0445__a,a,20260815_212216,214.2519,289.32,a
20260815_212216__0446__b,b,20260815_212216,214.6184,366.49,a
20260815_212216__0447__e,e,20260815_212216,214.9567,338.28,b
20260815_212216__0448__y,y,20260815_212216,215.2612,304.56,e
20260815_212216__0449__d,d,20260815_212216,215.5358,274.56,y
20260815_212216__0450__g,g,20260815_212216,215.8168,281.02,d
20260815_212216__0451__h,h,20260815_212216,216.1795,362.63,g
20260815_212216__0452__w,w,20260815_212216,216.7416,562.13,h
20260815_212216__0453__e,e,20260815_212216,217.089,347.41,w
20260815_212216__0454__o,o,20260815_212216,217.3991,310.07,e
20260815_212216__0455__r,r,20260815_212216,217.6695,270.43,o
20260815_212216__0456__i,i,20260815_212216,218.0025,333.04,r
20260815_212216__0457__p,p,20260815_212216,218.7286,726.05,i
20260815_212216__0458__l,l,20260815_212216,219.05,321.38,p
20260815_212216__0459__k,k,20260815_212216,219.3829,332.88,l
20260815_212216__0460__n,n,20260815_212216,219.7827,399.82,k
20260815_212216__0461__junk,junk,20260815_212216,220.4959,,
20260815_212216__0462__m,m,20260815_212216,220.6992,916.55,n
20260815_212216__0463__c,c,20260815_212216,220.995,295.76,m
20260815_212216__0464__n,n,20260815_212216,221.6097,614.74,c
20260815_212216__0465__d,d,20260815_212216,221.8892,279.5,n
20260815_212216__0466__g,g,20260815_212216,222.1986,309.39,d
